"DONNEES - Effectifs des médecins"
"ANNEE - 2015"
"SEXE - Ensemble tous sexes confondus"

,AGE,"Ensemble tous âges confondus","Moins de 30 ans","Entre 30 et 34 ans","Entre 35 et 39 ans","Entre 40 et 44 ans","Entre 45 et 49 ans","Entre 50 et 54 ans","Entre 55 et 59 ans","Entre 60 et 64 ans","Entre 65 et 69 ans","70 ans et plus"
"Bourgogne","Biologie médicale",63,3,3,7,11,8,20,7,2,2,0
"Bourgogne","Cardiologie et maladies vasculaires",145,3,15,11,13,18,24,30,16,12,3
"Bourgogne","Chirurgie générale",73,2,25,6,2,4,6,9,9,10,0
"Bourgogne","Chirurgie maxillo-faciale et stomatologie",16,0,1,1,1,1,0,10,2,0,0
"Bourgogne","Chirurgie orthopédique et traumatologie",89,0,2,4,11,14,24,17,13,3,1
"Bourgogne","Chirurgie infantile",5,0,0,1,1,0,1,2,0,0,0
"Bourgogne","Chirurgie plastique reconstructrice et esthétique",14,0,0,4,1,3,1,2,2,1,0
"Bourgogne","Chirurgie thoracique et cardio-vasculaire",11,0,0,0,1,4,4,1,0,1,0
"Bourgogne","Chirurgie urologique",25,0,2,3,4,1,7,2,5,1,0
"Bourgogne","Chirurgie vasculaire",10,0,0,0,2,2,0,1,3,0,2
"Bourgogne","Chirurgie viscérale et digestive",35,0,0,3,5,7,10,6,3,1,0
"Bourgogne","Dermatologie et vénéréologie",75,0,8,2,3,7,11,23,12,8,1
"Bourgogne","Endocrinologie et métabolisme",30,0,6,3,6,0,7,5,0,3,0
"Bourgogne","Génétique médicale",5,0,1,2,1,0,0,1,0,0,0
"Bourgogne","Gériatrie",47,0,2,3,6,10,12,7,5,2,0
"Bourgogne","Gynécologie médicale",51,0,0,0,0,0,1,23,11,15,1
"Bourgogne","Gynécologie-obstétrique",93,3,13,14,14,12,14,9,8,4,2
"Bourgogne","Hématologie",8,0,2,1,1,1,2,1,0,0,0
"Bourgogne","Gastro-entérologie et hépatologie",78,3,6,7,7,9,13,11,16,5,1
"Bourgogne","Médecine du travail",124,0,6,7,6,10,16,23,38,18,0
"Bourgogne","Médecine interne",61,0,6,8,5,5,12,12,9,4,0
"Bourgogne","Médecine nucléaire",21,2,2,3,3,1,2,4,3,1,0
"Bourgogne","Médecine physique et réadaptation",33,0,1,6,0,5,5,9,5,2,0
"Bourgogne","Néphrologie",34,2,2,2,2,5,7,8,4,2,0
"Bourgogne","Neuro-chirurgie",13,0,4,0,1,1,2,1,3,1,0
"Bourgogne","Neurologie",56,5,9,5,7,8,8,6,6,2,0
"Bourgogne","O.R.L et chirurgie cervico faciale",55,0,4,2,2,5,7,12,14,8,1
"Bourgogne","Oncologie option médicale",25,0,2,7,2,3,4,3,3,1,0
"Bourgogne","Ophtalmologie",110,2,9,8,4,7,9,22,25,19,5
"Bourgogne","Pédiatrie",137,3,20,18,18,17,11,22,12,10,6
"Bourgogne","Pneumologie",73,2,5,5,7,10,13,11,14,4,2
"Bourgogne","Psychiatrie",272,3,30,11,24,12,38,35,68,37,14
"Bourgogne","Radio-diagnostic et imagerie médicale",166,2,8,18,9,15,20,41,26,20,7
"Bourgogne","Radio-thérapie",17,0,2,4,1,1,2,1,5,1,0
"Bourgogne","Réanimation médicale",7,0,1,2,1,1,2,0,0,0,0
"Bourgogne","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"Bourgogne","Rhumatologie",46,3,2,3,2,3,10,8,9,6,0
"Bourgogne","Santé publique et médecine sociale",41,1,6,3,2,6,5,11,4,2,1
"Bourgogne","Généralistes",2295,36,156,178,210,238,399,422,455,170,31
"Bourgogne","Médecine générale",2295,36,156,178,210,238,399,422,455,170,31
"Bretagne","Ensemble des spécialités d'exercice",10315,205,1030,1008,1066,1229,1501,1855,1632,668,121
"Bretagne","Spécialistes",5174,81,509,560,557,630,702,932,816,320,67
"Bretagne","Anatomie et cytologie pathologiques",63,2,6,4,5,14,8,15,8,1,0
"Bretagne","Anesthésie-réanimation",499,2,42,73,66,57,54,90,72,37,6
"Bretagne","Biologie médicale",127,4,8,14,21,22,27,20,7,3,1
"Bretagne","Cardiologie et maladies vasculaires",295,11,30,31,26,30,46,51,43,17,10
"Bretagne","Chirurgie générale",125,2,37,11,3,10,10,15,25,10,2
"Bretagne","Chirurgie maxillo-faciale et stomatologie",23,0,0,1,1,3,4,5,5,4,0
"Bretagne","Chirurgie orthopédique et traumatologie",144,0,11,17,19,20,32,28,16,1,0
"Bretagne","Chirurgie infantile",18,0,1,5,3,5,2,0,1,1,0
"Bretagne","Chirurgie plastique reconstructrice et esthétique",25,0,4,2,3,2,6,6,2,0,0
"Bretagne","Chirurgie thoracique et cardio-vasculaire",23,0,2,4,4,4,4,4,0,1,0
"Bretagne","Chirurgie urologique",63,0,7,11,7,15,8,10,3,2,0
"Bretagne","Chirurgie vasculaire",28,0,1,3,6,4,3,1,7,3,0
"Bretagne","Chirurgie viscérale et digestive",62,0,8,4,12,7,15,11,3,2,0
"Bretagne","Dermatologie et vénéréologie",165,4,12,15,12,22,25,31,34,7,3
"Bretagne","Endocrinologie et métabolisme",63,3,4,14,8,11,8,11,3,1,0
"Bretagne","Génétique médicale",8,0,3,1,2,0,0,0,2,0,0
"Bretagne","Gériatrie",84,0,8,8,16,13,17,10,9,3,0
"Bretagne","Gynécologie médicale",111,0,4,2,1,0,7,43,35,18,1
"Bretagne","Gynécologie-obstétrique",198,3,32,42,26,18,26,21,23,6,1
"Bretagne","Hématologie",31,1,4,5,5,4,10,0,1,1,0
"Bretagne","Gastro-entérologie et hépatologie",188,7,19,20,25,18,38,28,19,12,2
"Bretagne","Médecine du travail",274,3,10,7,19,37,34,67,72,22,3
"Bretagne","Médecine interne",91,0,7,9,9,14,9,16,18,8,1
"Bretagne","Médecine nucléaire",29,3,6,4,5,2,3,2,4,0,0
"Bretagne","Médecine physique et réadaptation",134,3,8,14,11,21,11,26,30,8,2
"Bretagne","Néphrologie",69,4,8,7,7,7,16,10,6,2,2
"Bretagne","Neuro-chirurgie",20,0,4,2,3,2,2,3,1,2,1
"Bretagne","Neurologie",103,7,17,12,12,14,16,10,13,2,0
"Bretagne","O.R.L et chirurgie cervico faciale",127,1,20,11,15,18,15,19,17,10,1
"Bretagne","Oncologie option médicale",36,0,8,3,6,5,6,5,2,1,0
"Bretagne","Ophtalmologie",243,1,12,18,29,23,26,70,43,15,6
"Bretagne","Pédiatrie",314,7,41,50,31,38,32,52,48,12,3
"Bretagne","Pneumologie",153,3,12,17,21,21,17,28,23,10,1
"Bretagne","Psychiatrie",632,3,63,60,53,70,87,106,117,59,14
"Bretagne","Radio-diagnostic et imagerie médicale",355,1,31,35,41,45,44,65,65,23,5
"Bretagne","Radio-thérapie",39,1,5,7,3,8,5,6,3,1,0
"Bretagne","Réanimation médicale",7,0,1,3,3,0,0,0,0,0,0
"Bretagne","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"Bretagne","Rhumatologie",129,4,8,8,9,20,17,32,18,11,2
"Bretagne","Santé publique et médecine sociale",76,1,5,6,9,6,12,15,18,4,0
"Bretagne","Généralistes",5141,124,521,448,509,599,799,923,816,348,54
"Bretagne","Médecine générale",5141,124,521,448,509,599,799,923,816,348,54
"Centre","Ensemble des spécialités d'exercice",6949,92,456,538,580,770,1032,1418,1316,602,145
"Centre","Spécialistes",3609,55,263,317,316,395,481,722,672,315,73
"Centre","Anatomie et cytologie pathologiques",48,0,4,2,3,4,6,13,11,4,1
"Centre","Anesthésie-réanimation",307,2,23,27,24,26,35,53,70,40,7
"Centre","Biologie médicale",90,2,9,4,11,14,26,15,7,2,0
"Centre","Cardiologie et maladies vasculaires",222,7,15,25,15,22,41,45,36,12,4
"Centre","Chirurgie générale",120,3,27,8,8,10,9,18,23,12,2
"Centre","Chirurgie maxillo-faciale et stomatologie",33,0,2,4,3,1,0,5,15,3,0
"Centre","Chirurgie orthopédique et traumatologie",99,0,7,13,15,15,17,14,14,3,1
"Centre","Chirurgie infantile",7,0,0,2,0,3,1,0,1,0,0
"Centre","Chirurgie plastique reconstructrice et esthétique",21,0,3,2,4,2,4,2,0,3,1
"Centre","Chirurgie thoracique et cardio-vasculaire",11,0,1,1,4,2,2,0,0,1,0
"Centre","Chirurgie urologique",44,0,4,7,3,4,7,10,7,2,0
"Centre","Chirurgie vasculaire",17,0,0,1,3,3,3,5,1,1,0
"Centre","Chirurgie viscérale et digestive",30,0,3,3,3,8,6,2,3,2,0
"Centre","Dermatologie et vénéréologie",114,3,7,3,7,8,12,34,32,8,0
"Centre","Endocrinologie et métabolisme",51,0,4,2,7,3,18,9,6,2,0
"Centre","Génétique médicale",10,0,2,1,2,1,1,1,1,0,1
"Centre","Gériatrie",65,0,1,9,10,17,13,5,7,1,2
"Centre","Gynécologie médicale",88,0,1,0,0,0,0,35,31,19,2
"Centre","Gynécologie-obstétrique",158,0,18,24,23,22,16,27,12,12,4
"Centre","Hématologie",22,1,3,4,4,5,3,2,0,0,0
"Centre","Gastro-entérologie et hépatologie",119,1,11,9,13,20,15,29,15,5,1
"Centre","Médecine du travail",172,1,1,1,5,11,12,58,59,20,4
"Centre","Médecine interne",83,3,5,7,8,10,11,13,11,12,3
"Centre","Médecine nucléaire",23,1,1,5,2,1,2,4,2,4,1
"Centre","Médecine physique et réadaptation",52,1,2,3,8,7,5,10,13,1,2
"Centre","Néphrologie",59,1,7,7,5,6,11,9,9,4,0
"Centre","Neuro-chirurgie",18,0,3,1,2,2,3,5,2,0,0
"Centre","Neurologie",60,3,5,8,8,11,11,7,4,3,0
"Centre","O.R.L et chirurgie cervico faciale",98,0,5,8,9,10,15,18,22,10,1
"Centre","Oncologie option médicale",26,1,2,5,4,4,4,2,4,0,0
"Centre","Ophtalmologie",162,0,9,15,11,19,16,39,37,14,2
"Centre","Pédiatrie",236,5,20,31,23,25,30,42,30,24,6
"Centre","Pneumologie",91,1,6,7,10,9,17,15,18,7,1
"Centre","Psychiatrie",401,11,29,29,29,45,42,70,87,40,19
"Centre","Radio-diagnostic et imagerie médicale",277,3,12,19,18,25,46,75,48,25,6
"Centre","Radio-thérapie",37,0,5,5,3,2,6,6,4,6,0
"Centre","Réanimation médicale",10,0,0,4,3,0,2,0,1,0,0
"Centre","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"Centre","Rhumatologie",88,4,2,5,4,12,6,21,23,9,2
"Centre","Santé publique et médecine sociale",40,1,4,6,2,6,7,4,6,4,0
"Centre","Généralistes",3340,37,193,221,264,375,551,696,644,287,72
"Centre","Médecine générale",3340,37,193,221,264,375,551,696,644,287,72
"Champagne-Ardenne","Ensemble des spécialités d'exercice",3828,82,304,315,333,440,602,722,648,311,71
"Champagne-Ardenne","Spécialistes",1897,46,168,170,131,200,294,363,327,159,39
"Champagne-Ardenne","Anatomie et cytologie pathologiques",29,0,3,2,1,1,6,6,6,2,2
"Champagne-Ardenne","Anesthésie-réanimation",179,3,11,19,21,13,26,42,30,13,1
"Champagne-Ardenne","Biologie médicale",52,2,8,4,2,8,18,6,4,0,0
"Champagne-Ardenne","Cardiologie et maladies vasculaires",106,4,11,14,3,9,19,19,14,10,3
"Champagne-Ardenne","Chirurgie générale",79,2,14,2,2,9,7,13,11,12,7
"Champagne-Ardenne","Chirurgie maxillo-faciale et stomatologie",7,0,0,1,0,0,0,2,4,0,0
"Champagne-Ardenne","Chirurgie orthopédique et traumatologie",64,0,5,2,8,14,9,13,9,4,0
"Champagne-Ardenne","Chirurgie infantile",7,0,0,0,0,2,2,2,1,0,0
"Champagne-Ardenne","Chirurgie plastique reconstructrice et esthétique",7,0,0,2,0,2,2,1,0,0,0
"Champagne-Ardenne","Chirurgie thoracique et cardio-vasculaire",6,0,0,1,1,1,3,0,0,0,0
"Champagne-Ardenne","Chirurgie urologique",28,0,2,5,5,2,10,2,2,0,0
"Champagne-Ardenne","Chirurgie vasculaire",9,0,0,0,1,2,2,0,2,2,0
"Champagne-Ardenne","Chirurgie viscérale et digestive",13,0,0,1,2,1,4,1,3,1,0
"Champagne-Ardenne","Dermatologie et vénéréologie",61,0,5,2,8,8,6,15,13,2,2
"Champagne-Ardenne","Endocrinologie et métabolisme",32,2,2,4,2,3,8,7,3,0,1
"Champagne-Ardenne","Génétique médicale",5,1,0,0,0,0,1,1,1,1,0
"Champagne-Ardenne","Gériatrie",29,0,1,1,2,6,5,8,5,1,0
"Champagne-Ardenne","Gynécologie médicale",44,1,2,1,0,1,4,10,17,7,1
"Champagne-Ardenne","Gynécologie-obstétrique",87,1,9,15,6,12,14,16,6,7,1
"Champagne-Ardenne","Hématologie",5,0,2,0,1,1,0,1,0,0,0
"Champagne-Ardenne","Gastro-entérologie et hépatologie",70,1,7,2,1,8,18,18,11,3,1
"Champagne-Ardenne","Médecine du travail",91,1,4,5,5,3,10,27,26,9,1
"Champagne-Ardenne","Médecine interne",37,1,3,3,2,7,5,2,9,2,3
"Champagne-Ardenne","Médecine nucléaire",14,1,0,5,0,3,1,2,2,0,0
"Champagne-Ardenne","Médecine physique et réadaptation",37,3,7,2,4,7,2,3,4,5,0
"Champagne-Ardenne","Néphrologie",30,2,4,3,2,1,8,3,5,1,1
"Champagne-Ardenne","Neuro-chirurgie",10,0,3,1,1,0,1,1,1,2,0
"Champagne-Ardenne","Neurologie",28,1,4,1,4,3,4,7,3,1,0
"Champagne-Ardenne","O.R.L et chirurgie cervico faciale",38,1,1,2,1,3,10,8,3,9,0
"Champagne-Ardenne","Oncologie option médicale",13,0,0,0,1,3,4,3,1,1,0
"Champagne-Ardenne","Ophtalmologie",78,1,4,8,3,5,9,16,21,8,3
"Champagne-Ardenne","Pédiatrie",119,6,17,14,6,16,12,24,14,7,3
"Champagne-Ardenne","Pneumologie",53,0,4,3,7,6,5,9,16,3,0
"Champagne-Ardenne","Psychiatrie",197,4,23,24,7,17,18,25,47,28,4
"Champagne-Ardenne","Radio-diagnostic et imagerie médicale",141,2,7,15,14,14,26,32,20,10,1
"Champagne-Ardenne","Radio-thérapie",17,2,0,3,2,0,2,3,4,0,1
"Champagne-Ardenne","Réanimation médicale",7,0,0,0,0,1,4,0,1,1,0
"Champagne-Ardenne","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"Champagne-Ardenne","Rhumatologie",47,3,2,3,2,7,5,12,4,6,3
"Champagne-Ardenne","Santé publique et médecine sociale",21,1,3,0,4,1,4,3,4,1,0
"Champagne-Ardenne","Généralistes",1931,36,136,145,202,240,308,359,321,152,32
"Champagne-Ardenne","Médecine générale",1931,36,136,145,202,240,308,359,321,152,32
"Corse","Ensemble des spécialités d'exercice",963,6,37,50,76,114,162,204,170,116,28
"Corse","Spécialistes",460,1,15,29,33,52,64,99,92,59,16
"Corse","Anatomie et cytologie pathologiques",3,0,0,0,0,0,1,1,1,0,0
"Corse","Anesthésie-réanimation",43,0,1,2,3,4,8,10,10,5,0
"Corse","Biologie médicale",13,0,0,2,2,2,5,0,0,1,1
"Corse","Cardiologie et maladies vasculaires",36,0,3,1,4,2,7,5,7,6,1
"Corse","Chirurgie générale",12,0,1,0,0,1,0,4,2,3,1
"Corse","Chirurgie maxillo-faciale et stomatologie",7,0,0,0,1,1,2,0,1,1,1
"Corse","Chirurgie orthopédique et traumatologie",14,0,0,0,1,5,4,3,1,0,0
"Corse","Chirurgie infantile",2,0,0,0,0,1,1,0,0,0,0
"Corse","Chirurgie plastique reconstructrice et esthétique",3,0,0,1,0,0,1,0,1,0,0
"Corse","Chirurgie thoracique et cardio-vasculaire",0,0,0,0,0,0,0,0,0,0,0
"Corse","Chirurgie urologique",7,0,0,0,0,1,3,2,1,0,0
"Corse","Chirurgie vasculaire",4,0,0,0,1,1,1,0,1,0,0
"Corse","Chirurgie viscérale et digestive",6,0,0,0,1,3,0,2,0,0,0
"Corse","Dermatologie et vénéréologie",13,0,0,0,1,1,3,3,2,2,1
"Corse","Endocrinologie et métabolisme",7,0,0,2,0,1,2,0,1,0,1
"Corse","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"Corse","Gériatrie",2,0,0,0,0,0,1,1,0,0,0
"Corse","Gynécologie médicale",13,0,0,0,0,0,0,9,1,3,0
"Corse","Gynécologie-obstétrique",12,0,0,3,1,2,1,2,1,2,0
"Corse","Hématologie",0,0,0,0,0,0,0,0,0,0,0
"Corse","Gastro-entérologie et hépatologie",18,0,0,1,0,4,4,4,4,0,1
"Corse","Médecine du travail",17,0,0,1,1,1,4,3,6,1,0
"Corse","Médecine interne",7,0,0,0,0,0,1,0,3,3,0
"Corse","Médecine nucléaire",4,0,0,1,0,1,0,1,1,0,0
"Corse","Médecine physique et réadaptation",12,0,0,0,0,2,1,3,6,0,0
"Corse","Néphrologie",5,0,0,0,1,0,1,1,1,1,0
"Corse","Neuro-chirurgie",4,0,1,0,1,1,0,1,0,0,0
"Corse","Neurologie",7,0,0,0,0,1,0,1,3,2,0
"Corse","O.R.L et chirurgie cervico faciale",15,0,2,0,0,2,3,4,3,1,0
"Corse","Oncologie option médicale",4,0,0,3,0,0,0,1,0,0,0
"Corse","Ophtalmologie",28,0,3,4,3,0,1,7,6,3,1
"Corse","Pédiatrie",24,0,1,1,5,1,2,4,3,5,2
"Corse","Pneumologie",12,0,0,1,0,0,0,4,6,1,0
"Corse","Psychiatrie",59,1,2,3,6,8,3,10,11,11,4
"Corse","Radio-diagnostic et imagerie médicale",33,0,1,2,1,5,2,10,6,4,2
"Corse","Radio-thérapie",4,0,0,1,0,1,0,1,1,0,0
"Corse","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"Corse","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"Corse","Rhumatologie",8,0,0,0,0,0,1,2,2,3,0
"Corse","Santé publique et médecine sociale",2,0,0,0,0,0,1,0,0,1,0
"Corse","Généralistes",503,5,22,21,43,62,98,105,78,57,12
"Corse","Médecine générale",503,5,22,21,43,62,98,105,78,57,12
"Franche-Comté","Ensemble des spécialités d'exercice",3582,79,385,334,341,404,506,632,576,267,58
"Franche-Comté","Spécialistes",1739,33,214,175,169,186,208,304,287,133,30
"Franche-Comté","Anatomie et cytologie pathologiques",19,0,0,3,4,2,3,4,2,1,0
"Franche-Comté","Anesthésie-réanimation",179,2,23,20,15,17,16,47,25,12,2
"Franche-Comté","Biologie médicale",30,0,5,3,6,5,5,5,1,0,0
"Franche-Comté","Cardiologie et maladies vasculaires",83,2,8,7,11,9,15,10,11,9,1
"Franche-Comté","Chirurgie générale",65,2,28,3,2,1,5,10,9,3,2
"Franche-Comté","Chirurgie maxillo-faciale et stomatologie",16,0,1,2,0,0,2,2,8,1,0
"Franche-Comté","Chirurgie orthopédique et traumatologie",50,0,2,12,6,9,8,9,4,0,0
"Franche-Comté","Chirurgie infantile",7,0,1,0,1,0,1,3,0,1,0
"Franche-Comté","Chirurgie plastique reconstructrice et esthétique",9,0,1,2,1,0,2,1,0,1,1
"Franche-Comté","Chirurgie thoracique et cardio-vasculaire",5,0,0,3,1,1,0,0,0,0,0
"Franche-Comté","Chirurgie urologique",26,0,1,4,7,4,4,2,4,0,0
"Franche-Comté","Chirurgie vasculaire",10,0,1,0,1,4,2,1,1,0,0
"Franche-Comté","Chirurgie viscérale et digestive",21,0,1,3,3,7,4,2,1,0,0
"Franche-Comté","Dermatologie et vénéréologie",68,4,7,3,2,7,8,17,12,3,5
"Franche-Comté","Endocrinologie et métabolisme",28,2,2,3,4,6,3,4,2,2,0
"Franche-Comté","Génétique médicale",3,0,0,1,0,0,0,1,0,1,0
"Franche-Comté","Gériatrie",20,0,0,2,4,2,4,6,2,0,0
"Franche-Comté","Gynécologie médicale",32,0,0,1,0,0,1,12,14,3,1
"Franche-Comté","Gynécologie-obstétrique",68,1,11,10,5,4,9,12,7,7,2
"Franche-Comté","Hématologie",14,0,4,2,3,2,3,0,0,0,0
"Franche-Comté","Gastro-entérologie et hépatologie",58,2,6,3,4,9,10,4,13,5,2
"Franche-Comté","Médecine du travail",80,0,0,9,3,10,7,17,27,7,0
"Franche-Comté","Médecine interne",30,0,2,5,5,4,2,5,2,4,1
"Franche-Comté","Médecine nucléaire",10,0,2,0,6,0,0,1,1,0,0
"Franche-Comté","Médecine physique et réadaptation",27,1,2,2,2,3,0,6,9,1,1
"Franche-Comté","Néphrologie",25,3,3,5,2,4,4,3,1,0,0
"Franche-Comté","Neuro-chirurgie",9,0,3,2,0,1,1,0,1,1,0
"Franche-Comté","Neurologie",42,1,9,5,5,8,6,6,1,1,0
"Franche-Comté","O.R.L et chirurgie cervico faciale",47,0,5,1,2,3,9,9,12,6,0
"Franche-Comté","Oncologie option médicale",17,1,3,4,5,1,0,1,2,0,0
"Franche-Comté","Ophtalmologie",72,1,6,4,5,3,7,14,17,13,2
"Franche-Comté","Pédiatrie",102,3,22,12,11,7,10,15,14,6,2
"Franche-Comté","Pneumologie",50,2,2,5,4,12,8,7,4,5,1
"Franche-Comté","Psychiatrie",209,4,27,19,19,20,22,26,39,26,7
"Franche-Comté","Radio-diagnostic et imagerie médicale",118,0,11,11,10,11,14,26,29,6,0
"Franche-Comté","Radio-thérapie",15,1,3,1,1,1,4,0,1,3,0
"Franche-Comté","Réanimation médicale",6,0,1,1,0,2,1,1,0,0,0
"Franche-Comté","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"Franche-Comté","Rhumatologie",40,1,6,2,4,4,6,6,7,4,0
"Franche-Comté","Santé publique et médecine sociale",29,0,5,0,5,3,2,9,4,1,0
"Franche-Comté","Généralistes",1843,46,171,159,172,218,298,328,289,134,28
"Franche-Comté","Médecine générale",1843,46,171,159,172,218,298,328,289,134,28
"Guadeloupe","Ensemble des spécialités d'exercice",1030,17,71,77,118,122,159,166,139,117,44
"Guadeloupe","Spécialistes",520,3,38,33,52,71,66,90,78,60,29
"Guadeloupe","Anatomie et cytologie pathologiques",8,0,1,0,1,2,0,2,1,1,0
"Guadeloupe","Anesthésie-réanimation",43,0,2,3,5,3,2,11,7,9,1
"Guadeloupe","Biologie médicale",19,0,3,2,3,3,6,1,1,0,0
"Guadeloupe","Cardiologie et maladies vasculaires",32,0,0,0,4,6,3,6,6,1,6
"Guadeloupe","Chirurgie générale",16,0,5,1,0,0,1,1,5,1,2
"Guadeloupe","Chirurgie maxillo-faciale et stomatologie",2,0,0,0,0,0,0,0,0,2,0
"Guadeloupe","Chirurgie orthopédique et traumatologie",14,0,1,2,1,4,2,0,3,1,0
"Guadeloupe","Chirurgie infantile",3,0,0,0,1,2,0,0,0,0,0
"Guadeloupe","Chirurgie plastique reconstructrice et esthétique",4,0,0,0,0,2,1,1,0,0,0
"Guadeloupe","Chirurgie thoracique et cardio-vasculaire",1,0,0,0,0,0,1,0,0,0,0
"Guadeloupe","Chirurgie urologique",9,0,1,1,0,2,0,4,0,0,1
"Guadeloupe","Chirurgie vasculaire",4,0,0,0,1,0,1,2,0,0,0
"Guadeloupe","Chirurgie viscérale et digestive",7,0,0,0,1,3,2,0,1,0,0
"Guadeloupe","Dermatologie et vénéréologie",11,0,0,1,0,4,0,3,2,1,0
"Guadeloupe","Endocrinologie et métabolisme",10,1,1,0,3,1,2,0,2,0,0
"Guadeloupe","Génétique médicale",2,0,1,0,0,0,1,0,0,0,0
"Guadeloupe","Gériatrie",5,0,1,1,0,1,0,2,0,0,0
"Guadeloupe","Gynécologie médicale",16,0,0,0,0,0,0,1,7,5,3
"Guadeloupe","Gynécologie-obstétrique",32,0,3,5,3,5,7,2,4,3,0
"Guadeloupe","Hématologie",1,0,0,1,0,0,0,0,0,0,0
"Guadeloupe","Gastro-entérologie et hépatologie",15,0,0,0,2,1,1,4,4,3,0
"Guadeloupe","Médecine du travail",14,0,0,0,1,2,3,1,6,1,0
"Guadeloupe","Médecine interne",9,0,1,2,2,0,2,1,0,1,0
"Guadeloupe","Médecine nucléaire",2,0,0,1,1,0,0,0,0,0,0
"Guadeloupe","Médecine physique et réadaptation",7,0,0,0,1,1,2,1,1,1,0
"Guadeloupe","Néphrologie",13,0,1,1,0,1,3,2,0,4,1
"Guadeloupe","Neuro-chirurgie",5,0,0,1,1,2,1,0,0,0,0
"Guadeloupe","Neurologie",11,0,0,0,1,5,2,0,1,2,0
"Guadeloupe","O.R.L et chirurgie cervico faciale",16,1,3,0,1,1,0,4,3,2,1
"Guadeloupe","Oncologie option médicale",2,0,0,0,1,0,1,0,0,0,0
"Guadeloupe","Ophtalmologie",29,0,2,0,3,3,4,8,4,2,3
"Guadeloupe","Pédiatrie",42,1,1,5,5,5,3,13,4,4,1
"Guadeloupe","Pneumologie",5,0,0,0,1,0,0,2,1,0,1
"Guadeloupe","Psychiatrie",52,0,9,3,3,2,8,8,6,8,5
"Guadeloupe","Radio-diagnostic et imagerie médicale",38,0,2,3,5,8,5,7,5,1,2
"Guadeloupe","Radio-thérapie",3,0,0,0,0,0,1,2,0,0,0
"Guadeloupe","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"Guadeloupe","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"Guadeloupe","Rhumatologie",9,0,0,0,0,1,0,1,3,2,2
"Guadeloupe","Santé publique et médecine sociale",9,0,0,0,1,1,1,0,1,5,0
"Guadeloupe","Généralistes",510,14,33,44,66,51,93,76,61,57,15
"Guadeloupe","Médecine générale",510,14,33,44,66,51,93,76,61,57,15
"Guyane","Ensemble des spécialités d'exercice",553,5,35,79,72,75,58,77,85,53,14
"Guyane","Spécialistes",221,0,9,21,21,30,20,36,45,31,8
"Guyane","Anatomie et cytologie pathologiques",3,0,0,0,0,0,0,1,1,1,0
"Guyane","Anesthésie-réanimation",24,0,0,4,1,2,1,4,3,9,0
"Guyane","Biologie médicale",8,0,0,1,3,0,1,1,2,0,0
"Guyane","Cardiologie et maladies vasculaires",8,0,1,1,0,1,0,2,0,2,1
"Guyane","Chirurgie générale",10,0,0,0,1,1,0,3,4,0,1
"Guyane","Chirurgie maxillo-faciale et stomatologie",0,0,0,0,0,0,0,0,0,0,0
"Guyane","Chirurgie orthopédique et traumatologie",5,0,0,0,1,1,1,1,1,0,0
"Guyane","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"Guyane","Chirurgie plastique reconstructrice et esthétique",0,0,0,0,0,0,0,0,0,0,0
"Guyane","Chirurgie thoracique et cardio-vasculaire",0,0,0,0,0,0,0,0,0,0,0
"Guyane","Chirurgie urologique",1,0,0,0,0,0,0,0,0,1,0
"Guyane","Chirurgie vasculaire",1,0,0,0,0,0,1,0,0,0,0
"Guyane","Chirurgie viscérale et digestive",2,0,0,0,0,1,1,0,0,0,0
"Guyane","Dermatologie et vénéréologie",9,0,1,1,1,2,1,0,2,1,0
"Guyane","Endocrinologie et métabolisme",1,0,0,0,0,0,1,0,0,0,0
"Guyane","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"Guyane","Gériatrie",1,0,0,0,0,1,0,0,0,0,0
"Guyane","Gynécologie médicale",5,0,0,0,0,0,1,1,3,0,0
"Guyane","Gynécologie-obstétrique",26,0,2,1,1,4,2,5,6,4,1
"Guyane","Hématologie",0,0,0,0,0,0,0,0,0,0,0
"Guyane","Gastro-entérologie et hépatologie",4,0,0,0,0,0,1,1,1,1,0
"Guyane","Médecine du travail",6,0,0,1,1,0,1,1,1,1,0
"Guyane","Médecine interne",12,0,1,2,1,3,1,0,2,1,1
"Guyane","Médecine nucléaire",0,0,0,0,0,0,0,0,0,0,0
"Guyane","Médecine physique et réadaptation",2,0,0,1,0,0,0,0,1,0,0
"Guyane","Néphrologie",3,0,0,0,0,0,0,1,1,1,0
"Guyane","Neuro-chirurgie",1,0,0,1,0,0,0,0,0,0,0
"Guyane","Neurologie",1,0,0,0,0,0,0,0,1,0,0
"Guyane","O.R.L et chirurgie cervico faciale",4,0,0,0,0,0,0,1,2,0,1
